word:meaning
kpilamukpilamú:describes a lazy movement by someone who has very flexible legs
kpilamuu:describes a person with very flexible legs
kpílibu:sound of something heavy falling into the river; thumping
kpimu:noise produced when a big object falls to the ground; thumping
kpípuu:sound of something bursting
kpiribuu:sound produced when a sharp- pointed stick or iron pierces deep into the skin
kpíridìi:describes a long line of people or fishes clustered or tied to a rope and being dragged along
kpíridii:describes lazy or slow movement of person or canoe
kpirií:roll on the ground
kpírii:describes a sudden or unexpected advance towards an opponent
kpirikikpíriki:rough; covered with a rash
kpírimú:averting the eyes as a sign of displeasure
kpíripu:banging; shutting with noise of sudden impact
kpíririi:with sound of a heavy dragging motion
kpísii:bursting
kpítii¹:dark; terrifying; indistinct
kpítii²:describes a massive collection of people
kpitikpití:describes the falling of something in great quantity
kpitirií:move or gather in great numbers
kpịakpịá:dress gorgeously; look gay; appear attractive, charming and alluring
kpíḅ ụ:brittle
kpíịṇ ¹:pitch-dark
kpíịṇ ²:very many; uncountable
kpíịṛ ịkpìịṛ ị:heavy with child
kpíịṛ ịkpịịrị:small- sized but quite mature and tough
kpịkọ́ọ̀:short; not long or tall
kpíla mụụ:be absent for a fairly long time
kpílị̣ bụ¹:sound produced when a small but heavy object falls into the water; plop
kpílị̣ bụ²:short
kpịlịkọ́ọ̀:very short
kpílị̣ kpịlị:completely black
kpíṃ kpịm:tight; very full
kpíṃ ụụ:completely blocked; deaf; totally, completely dark
kpíṇ ịnghịkpìṇ ịnghị:describes a wobbling movement due to weakness in the joints
kpíṇ kpìṇ kpíṇ:talking through the nose
kpíṇ yọ:agreeing readily; saying ‘yes’ without hesitation
kpíp̣ ụụ:in abundance; surplus; very many
kpíṛaịkpìṛaị:describes the sound of slopping about
kpịrịbụụ:sound produced when a small sharp pointed stick or iron pierces the skin
kpíṛịdịị:describes a lazy or slow movement of a person or canoe
kpíṛịdịkpìṛịdi:describes a lazy or slow movement
kpịrịkịkpíṛịkị:rough; covered with a rash
kpíṛịk:rough; covered with a rash
obúna:"mat (general term, esp. in connection with sleeping); bụ́nụ-òbuna sleeping-mat: Bụ́nụ-òbuna ebií The marriage is blessed with children."
odedé:flower; ornamental shrub
odingbilá:ram
odoón:yellowish substance used as medicine
odu:cocoyam; Isélema-odu a strong reddish cocoyam from Warri; ịzọ́n-odu old cocoyam (Colocasia esculenta (Linn.) Schott.); owéi-odu male cocoyam which does not produce tubers
odúbùrú:A. a children’s game played during the yam harvesting season. Two children agree in the presence of a third person to call on each other’s name. One scores or wins a point when the person called answers oó (which is the more honoured answer by custom). But when the person answers in any other form, such as ẹíṇ or teyáà oor ụụ́n, no score is made. The winner is the first person to make seven points. The loser then roasts a very nice water-yam for the winner, which should be eaten on a well-sweept floor watched by others. The yam is carried and supported by the two hands, but not placed on any plate. If any crumb(s) drops on the floor, the yam is shared by all. If no crumb falls, the loser continues on different days until seven yams have been so roasted; B. the yam so roasted
odudú:imaginary monster or bogeyman supposed to be frightful and used in frightening children (esp. when crying or misbehaving); Odudú boyemi The monster is coming; Odudú dìi Look at the monster. odúfìḍ ọn n. chest pain, usually associated with the effect of eating ‘old’ cocoyam with fresh pepper
odú-ìmbi:scale of a whale odú-ìg̣alị n. protrusion at the base of the little finger
odú-ìmbi:cocoyam corm
ofé:asthma oféfè a. weak, empty (usually in a derogatory sense); oféfè kịmị an ineffective, lightweight person
ofógùma:"shrub with red seeds which are used to cure crawcraw (scabies), and by children to paint their fingernails (Bixa orellana BIXACEAE) ofóin v.i. float; ofóin tọlọ pick up floating things such as fish: Wó mu tọrụbọọ̀ ofóin tọlọ kọọ̀ múmi Let us go to the river and pick up the remaining fish (from the explosion); (fig.) used to refer to someone who goes late to a gathering and receives inferior things ofóinmọ v.cs. make float"
ofónibịbị¹:herb (Oldenlandia ?herbacea (Linn.) Roxb. RUBIACEAE)
ofónibụọ¹:medicinal herb found as weed on yam farms (Phyllanthus amarus Schum. & Thonn.); eré-ofonibụọ a herb (Phyllanthus odontadenius Müll. Arg., both herbs EUPHORBIACEAE)
oforontanịghá:purlin
ofórorobènibóù:medicinal herb growing on ogbúdu silt clay near water, usually near lakes (Hydrolea palustris Schum. and Thonn. HYDROPHYLLACEAE), used as soap (it lathers well) to wash body after fishing in such lakes, from February to June
ofúro¹:blow with mouth (as fire, or sore when a hot medicine is applied) ofúro² v.i. talk; address an audience; give a speech; ofúro paamọ speak out; say out boldly
ogbódo:"ginger lily, whose sap is ground with Ethiopian pepper; the liquid is taken for malaria and to clear the urine; eré- ogbodo type with smooth leaf-sheath (Costus afer KerGawl.); owéi-ogbodo type with bristly rim below top of leaf-sheath (Costus lucanusianus J.Braun and K.Schum. COSTACEAE); Saying: Ogbódo bèní ìrígha In the ginger-lily, water will never get dry. ogbo eréin n. big, great, momentous day"
Ogboin:"Ogboin ibe in Southern Nzọn. Its towns are: Amasómà (headquarters), Otuán, and Amátòló. Its ibe tẹmẹsúò is Ogboin tú fìḍ ịfịdị. Its ibe orú (deity) is Adegbe; Ogboin pọọn Ogboin dialect"
ogboín:"mango tree and fruit; bou ogbóin/ịzọ́n ogboin “bush mango” (Irvingia gabonensis Baill. IRVINGIACEAE); beké ògboin imported mango (Mangifera indica Linn. ANACARDIACEAE); Sayings: Eré sei, ogboin seí However unattractive a woman, someone will marry her (i.e. an unattractive woman is like a fresh bush- mango fruit, which is eaten even if it looks bad or tastes sour); Nmbẹlẹ́, ịmbẹlẹ́ ògboin tuu Sweet, sweet under the mango tree (said when people repeat an act because of previous good experiences). ogbó-ịkagị tortoise (=ogbó-iwiri) (Kinixys sp.) [‘land-tortoise’]"
ogbómà:protective “medicine” for war (cf. agbaá, ikólò) ogbomọọ́ v.cs. A. elevate; raise, which is used instead of ogboó in some cases i.e. make a sand barrier across the shallow inlets of the sandbank to trap small shrimps (otútù); B. (fig.) support or help financially; rally round a person with a view to raising his social status
ogbóntụ̀a:"prevent, obstruct; intercept, impede: Kíṃ ị ìne wẹnịnghí f̣ ịrị ghọ ogbóntụ̀a (or ogbón tụ̀a?) kụ́mọ Let no one hinder the work I’m doing. ogboó¹ v.i. be of the same age; be contemporary; A mọ́ ì ṃ ọmọ́ ògboó. She and I are of the same age: Ogbo pósì pósì People of the same age-grade should do things together. [Is this really a verb or a noun ‘age-grade’?]"
ogboó³:buttress root ogboó4 n. long slender fish (Caecomestacembelus decorsei) POLYPTERIDAE??) ogboó5 n. method of setting lobster-pots (inn goó) used by only a few women; ogbo indí fish caught by this method; ogbotirí the area enclosed for ogboó fishing
ogbúmà:a protective “medicine” for war (cf. agbaá, ikólò) ogbunugbunú id. unaccountable, such as some types of death
ogírì:A. shrub which bears fruit containing edible seeds (Cucumeropsis mannii Naud. CUCURBITACEAE), B. fresh seeds of the above, whitish, of the size of ẹgús i, but with more pointed edges, used as ingredient for soup; C. fermented lump of seeds of both Cucumeropsis mannii and ẹgúsi ogírì banghị v.p. scatter in panic
ogoó:solo in a song; ogo yaí sing a solo ogoráàn id. angular; with an edge
ogúzòú:"edible red fruit of the plant akaanlá (Aframomum sceptrum (Oliv. & Hanb.) K.Schum. ZINGIBERACEAE), which resembles alligator pepper: (Sayings:) ịsanị mó¢¢,¢¢ ogúzòú mò¢¢ ¢¢indistinguishable, like identical twins; Nsanị ẹrí ḳ ụ̀rọghá, ogúzòú You don’t challenge alligator pepper (which is strong), only ogúzòú (which is sweet and powerless); cf. N la kí ḳ ụ̀rọ When it is me, you show your power. ói num. ten; ói karamọ tenth oiín v.i. usually tẹnẹ́ òiín; move together, and have equal success together: Béi maa kìṃ ịmọ tẹnẹ́ òinmí These two people are always succesful as partners (in fishing, hunting, etc.) óin v.i. swell"
óiya:ten (qualifying form); óiya namà ten animals
óiyangayè:decagon; ten-sided figure okekéè id. concave (as cliff or broken waterpot) okí v.i. swim
okírikà:cold; fever okírimọ v.cs. force to crawl by holding legs
okóka:"shelf of a sandbank okokaí v.i. call someone loudly: Áràụ́ òkokaí nị ụ tịnmí =̣ Áràụ́ ụ̀ tịíṇ nì ọ kokaịmí ̣She called him very loudly (usually of a mother calling her child in annoyance)."
okókò:"yam beetle (family SCARABAEIDAE) okókobàrí n. butterfly okokodíạ̀ n. coconut; okokodíạ̀ tịn coconut palm. Its parts and products are: okokodíạ̀ apụra coconut fibre; okokodíạ̀ beni coconut milk; okokodíạ̀ ingbi half-shell used as ladle or cup; okokodíạ̀ meni coconut flesh; okokodíạ̀ pomu coconut frond; okokodíạ̀ tịbị fruit in outer husk; okokodíạ̀ ungbou midrib of coconut leaflet (Cocos nucifera Linn. PALMAE) okokodíạ̀palị n. bird associated with palm trees, the African Palm Swift (Cypsiurus parvus APODIDAE)"
okókolo:precipice; steep bank, slope okókopọ̀lí n. West African Grey Parrot (Psittacus erithacus PSITTACIDAE)
Okóloba:town in Kólokùmá ìbe of Northern Nzọn. (In English usage sometimes included wrongly with Seibọ́kòrogha under the name ‘Sabagreia’.)
okóon:fish (Phractolaemus ansorgii Boulenger PHRACTOLAEMIDAE) okóri¹ v.i. recede (of hairline); Tí¢¢b¢¢ i¢¢b¢¢ i¢¢ ¢¢ òkóriyemi His hairline is receding/ He is getting bald.
Okoríkòro:"gbáyemèé: Kú¢¢r¢¢ ai¢¢ ¢¢fàyá, kúr¢¢¢¢ ai¢¢ ¢¢boyemèé The okoríkòk/ro bird said: Another time will come (said, for example, by a defeated team)."
okotitákụ̀:a shrub (Hedranthera barteri (Hook.f.) Pichon. APOCYNACEAE and (?)Mussaenda isertiana DC.)
okpokurú:edible grub which develops in the decayed trunk of the wine-palm, or non-edible type which develops in rubbish- heap; it has many legs at the front and a tough skin; the larva of toungọ́lì, the Rhinoceros Beetle (Oryctes sp.) (cf. osokurú, which is smaller) okpolokpáà id. very wide scar, sore or sheet of paper
okporokotuún:top-hat
Okpotú:A. name of a lake at Agadagbabou, which belongs to the whole of Kólokùmá; B. festival associated with the lake, celebrated in April, involving swimming across the river and use of a bull-roarer; young women circumcized the previous year dress up with a short wrapper like a shirt, tie headties on their arms, and carry fancy umbrellas; okpotu fo¢¢ú¢¢ n¢¢ whirl a bull-roarer to make a sound. okpúrù beni n. farina soaked in pepper soup, esp. that of meat
okúlèí-ùngbo:seed (Dioclea reflexa Hook.f., Mucuna flagellipes Hook.f., M. pruriens (Linn.) DC. LEGUMINOSAE-PAPILIONOIDEAE)
okumá:shea butter, prepared from the seed of the shea butter tree (Vitellaria paradoxa Gaertn. f. (formerly Butyrospermum paradoxum) SAPOTACEAE)
okuná:smallest size of mortar, used in pounding pepper, “bush mango” seeds, etc. (cf. ukpúrutè, odó) okuró v.i. cry loudly, wail
oló¹:joking; oló mịẹ act the fool; be playful oló² v.i. be false; oló bịbị false word; oló egberi false story; oló ye false thing
Olóbìri:town in Kólokùmá ìbe which is the seat of Kólokùmá Egbesu where his staff (o¢¢k¢¢ o¢¢l¢¢ ó¢¢)¢¢ is kept, while the main part of the shrine is at Seib o¢kórogha. olobú v.a. be deep (of water, pit); olobu elémùlemu beni deep well water; olobughá èlemulemu beni shallow well water olófụ̀rágụ̀ a. troublesome; mischievous
olókòí:herb (Physalis angulata Linn. SOLANACEAE) whose leaves are pounded with local soap to rub on body ritually after scarification, and whose seeds are used in the children’s game lórèí
ololaí:"have a successful partnership (in hunting, fishing, marriage, etc.): Ọrọ maá kìṃ ị ololaịmí. These two people are always successful together."
olótù:"champion; hero: Saying: Yénimigha òlotu sụụ tiri kọ́ọ̀ fịmị A foolhardy hero dies on the battlefield."
olúlú¹:grow precociously; Burumó¢¢ ¢¢ òluluyeméèé The yams are showing precocious growth (=Burumó¢¢ ¢¢gbodagboda kí¢¢ ¢¢pàayémèéè)
omóùn:"sweat; perspiration; omóùn páa sweat; perspire: Omóùn wo ghọ paayémi/Erí òmóùn páayemi. He is sweating; omóùn tụa sweat; perspire: Erí òmóùn tụamị He perspires. omóùnmẹlị twig or vine snake (Thelotornis kirtlandi Caus.) omuú v.i. blaze (as fire); shine"
ongorí:"show contempt, sneering, jeering, derision, scorn, or ridicule: Erí wòó òngorimeé He made a contemptuous gesture (behind his back). ongoríì id. describes a person who appears to be too big for his play group, or a person higher in status than his mates ónìní¹ id. describes one who cheats"
Onisá:A. lake opposite Abari, owned by Kabo ibe, fished annually at the Kabo Seigbeín Ùge; B. a channel connecting the River Nun at the north of Odi to the River Niger. It is navigable only during the flood season.
óoò:so! óòon id. a loud buzzing or humming noise made by flies over a decayed carcass or faeces
oóoò:hoot opéree id. wide open; agape (>ọpẹ́rẹẹ)
Opokumá:"Opokumá ìbe in Northern Nzọn. Its towns are: Okówarị (Abúwàrị, Ayákòróamà and Órubiri), Gbanran-amá, Ofónibiri, Ngbáịnwarị, Gbanranbirí, Oyóbu, and Akanranbiri. Its ibe tẹmẹsúò is Opokumá nì ịgbúdùgbú/igbídìgbí, ẹndẹ́ fìỵá, síi kọ̀. Its ibe orú (deities) are Opokumá Ègbesu (male) (at Órubiri), Opokumá Zìbaaraụ (female) (at Ayákòróamà), and Benikúrukuru (at Abúwàrị)."
opoí:peel off by itself, as skin opoláà id. very wide (as of scar, or surface wound or mark)
opóolo:hole Opóoloaku¢¢ ¢¢ n. Polaku¢ town at the southern end of Gbarai¢n ibé, somewhat hidden from view from the main river [opóolo + akú¢¢¢¢=o¢¢¢¢kú¢¢¢¢ side] opóolo-opoolo id. full of holes [opóolo + opóolo] opóra-opora id. full of husks
opówèí:catfish type, the larger size of ịkíṛaịkọrị (Synodontis spp., including S. sorex, S. batensoda and S. membranaceus) opu- a. (combining form of opuú) big; great
opu-angá:the big side of anything divisible [opu + angá side] opu-bịdẹ-séi a.? abundant; limitless; without reserve; very opulent [opu + bi¢¢¢¢dé¢¢¢¢ cloth + sei?]
opurúrù²:name given to a very lazy or weak person opúru tịnẹ v.p. bear female after male, or male after female, and continue alternating like this until the end of childbearing [‘string shrimps’]
opusú:particle of dust; líị ̣opùsu oil-palm dust opuú¹ a. big; great; famous; opu bení big flood; (tech.) opu bará big hand (of clock); opu kụráị leap year
opuú²:greatness; eminence; importance; Opu-Ụgụla n. chief deity of Ikibiri [opu + ụgụ́la council]
oró:"soft mat oróduo v.i. mimic or imitate circumcision, as done by younger, under-age, girls: Eréwọ̀ụmọọ́ oróduoyemi The little girls are playing at circumcision."
orógbàsa:reed from which the warp of the oró mat is made [oró + gbása stick] orómi-òromi id. peeping or looking here and there with the intent of getting food to eat ororeí v.i. be skinned
órusuboowei:male worshipper of a deity [óru + subó carry + owéi man] oruú v.a. be old, ancient; oru amá ancient town; oru kụmọ́ọ̀ (from) a long time ago; “since long”; orú òrú (kụmọ) long ago; from time immemorial; oru serí olden times
osi-ingólèi:"snail-shell osi-ịkpáì ̣n. small snail; Saying: Osi-ịkpáì ṃ ọ náma-aka mọ bọọmị The small snail and the elephant-tusk are equal (referring to a hunter who was carrying an elephant-tusk home on his head and was still searching for a snail with his foot; i.e. if care is not taken one can lose out on a bad exchange)."
osísi:friendly society, thrift society, whereby members collect a given amount of money at the end of a given period (usually a month), and the proceeds are given to one member; the fund continues to rotate at the end of every month; osísi mịẹ form such a society osísi mịẹ v.p. make light of; attach no importance to (cf. yẹ́kụẹ)
osuobení:rainwater [osuó + bení water] osuofịní ̣n. lightning; thunderbolt; meteorite [osuó + fi¢¢¢¢ní¢¢¢¢ fire] (=ọgọnọfịní)̣
otoín:boil; ofóni otoin carbuncle
otónibolou-indou:swelling in armpit experienced by some pregnant women [otónibolou + indóu breast] otóni fini v.p. get accustomed to; be free; behave freely
otórobeni²:"tasteless soup which in most cases lacks ingredients (otu) n.pl. (toneless enclitic) people (acts as plural of bọ): béi òtu these people; Nzọ́n-otu Nzọn people; [cf. Yoruba òtú meeting, gathering, Ẹdo òtù society, age-group, Urhobo òtù majority/group of people, Igbo òtù group, society, etc.]"
